gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score
PARL,-0.1406,0.3538626468638103,67,585,-0.0038,0.0185,0.9988716805228369,0.0001
FMN1,-0.1406,0.2805284903528552,67,585,-0.0148,0.0004,0.9988716805228369,0.0001
PCMTD1,-0.1405,0.2441307245487171,67,585,-0.0196,0.0031,0.9988716805228369,0.0001
ZNF687,-0.1405,0.18861758354628966,67,585,-0.0061,0.0148,0.9988716805228369,0.0001
MYH7,-0.1405,0.3121791915581098,67,585,-0.0069,-0.0054,0.9988716805228369,0.0001
OR8K5,-0.1405,0.534042161576372,61,570,-0.0116,-0.0007,0.9988716805228369,0.0001
S100A3,-0.1405,0.27688231848344635,67,585,-0.0004,0.0021,0.9988716805228369,0.0001
MDM1,-0.1405,0.12865841232255548,67,585,-0.0301,0.0,0.9988716805228369,0.0001
ZNF510,-0.1405,0.3027673136157376,67,585,-0.0172,-0.0015,0.9988716805228369,0.0001
LCOR,-0.1404,0.23134308675188175,67,585,-0.0155,-0.0031,0.9988716805228369,0.0001
TMEM106A,-0.1404,0.08579934373816911,67,585,-0.0262,0.0002,0.9988716805228369,0.0001
TIMM8A,-0.1404,0.20622653833412175,67,585,-0.0042,0.0242,0.9988716805228369,0.0001
CHST3,-0.1403,0.5136070722705661,67,585,-0.0181,-0.0038,0.9988716805228369,0.0001
PSMD7,-0.1403,0.3966081344249833,67,585,-0.0915,-0.0639,0.9988716805228369,0.0001
EML1,-0.1403,0.251980731735832,67,585,-0.0101,0.0015,0.9988716805228369,0.0001
GBP7,-0.1403,0.19069797703359237,67,585,-0.0023,0.0043,0.9988716805228369,0.0001
ATP1B3,-0.1403,0.28791829489614196,67,585,0.0076,0.0224,0.9988716805228369,0.0001
ATP6V0A4,-0.1402,0.29638744890670865,67,585,-0.0222,0.0002,0.9988716805228369,0.0001
DEAF1,-0.1402,0.34750068742871165,67,585,0.0031,0.0057,0.9988716805228369,0.0001
P2RY10,-0.1401,0.2441307245487171,67,585,-0.0118,0.0028,0.9988716805228369,0.0001
LIN7C,-0.1401,0.3258111863921146,67,585,-0.0142,0.0,0.9988716805228369,0.0001
INO80D,-0.1401,0.19467361074281886,67,585,-0.0262,-0.0066,0.9988716805228369,0.0001
MACC1,-0.1401,0.5332165868085139,67,585,-0.0024,-0.0039,0.9988716805228369,0.0001
MRGPRF,-0.14,0.29988515843323715,67,585,-0.0173,0.0119,0.9988716805228369,0.0001
SBF1,-0.1399,0.11671456671107303,67,585,-0.0077,0.0081,0.9988716805228369,0.0001
PRR18,-0.1398,0.7538203942805057,67,585,0.0027,-0.0012,0.9988716805228369,0.0001
PTCD3,-0.1398,0.3261484383812304,67,585,-0.0295,0.0252,0.9988716805228369,0.0001
TRIM68,-0.1398,0.3977534336024997,67,585,-0.0056,-0.0038,0.9988716805228369,0.0001
DEFB114,-0.1398,0.4525514896059474,61,570,-0.0166,-0.0004,0.9988716805228369,0.0001
ATP6V0C,-0.1397,0.0919657978547941,67,585,-0.1901,-0.0437,0.9988716805228369,0.0001
CARTPT,-0.1397,0.2326804095779479,67,585,-0.0195,-0.0016,0.9988716805228369,0.0001
WDR37,-0.1397,0.19632819181854677,67,585,-0.003,0.0078,0.9988716805228369,0.0001
ZDHHC15,-0.1397,0.12524919426901346,67,585,0.0014,0.0088,0.9988716805228369,0.0001
CNDP1,-0.1397,0.1639060339197964,67,585,-0.0135,0.0079,0.9988716805228369,0.0001
PP2D1,-0.1397,0.1312623198153701,67,585,-0.0153,0.0009,0.9988716805228369,0.0001
MYO1B,-0.1397,0.2441307245487171,67,585,-0.0153,0.0006,0.9988716805228369,0.0001
TNNI1,-0.1396,0.4620965686542152,67,585,-0.0068,0.0,0.9988716805228369,0.0001
TMEM140,-0.1396,0.5341168403333003,67,585,-0.002,-0.0027,0.9988716805228369,0.0001
XKR7,-0.1395,0.10565944940983424,67,585,-0.0283,0.0053,0.9988716805228369,0.0001
OR8J1,-0.1395,0.1325340843807626,61,570,-0.0265,0.0015,0.9988716805228369,0.0001
RWDD2B,-0.1395,0.16081822540363155,67,585,-0.02,0.0,0.9988716805228369,0.0001
PRSS53,-0.1395,0.17171337859935498,67,585,-0.0289,-0.0048,0.9988716805228369,0.0001
ALG2,-0.1395,0.1454662119889985,67,585,-0.0906,0.0116,0.9988716805228369,0.0001
TFCP2,-0.1394,0.24943854958269396,67,585,-0.0089,0.0,0.9988716805228369,0.0001
TEX44,-0.1394,0.354218234078289,67,585,-0.013,0.0,0.9988716805228369,0.0001
PTH2R,-0.1394,0.9415944453041747,67,585,0.0101,0.0043,0.9988716805228369,0.0001
ZMAT3,-0.1394,0.22974551763067197,67,585,-0.0367,-0.0074,0.9988716805228369,0.0001
ALPL,-0.1393,0.34750068742871165,67,585,-0.0153,-0.0011,0.9988716805228369,0.0001
TMEM70,-0.1393,0.1916279996213155,67,585,-0.0002,0.0095,0.9988716805228369,0.0001
HACE1,-0.1392,0.23375420992022,67,585,0.0014,0.0094,0.9988716805228369,0.0001
MRGPRX2,-0.1392,0.29797391893536573,67,585,-0.0197,-0.0053,0.9988716805228369,0.0001
ERBB3,-0.139,0.19232770298436508,67,585,-0.0018,0.0296,0.9988716805228369,0.0001
ITPRID1,-0.139,0.15797611483452556,67,585,-0.0296,-0.0078,0.9988716805228369,0.0001
NTHL1,-0.139,0.30566783046812407,67,585,-0.0009,0.0057,0.9988716805228369,0.0001
NUP205,-0.1389,0.3977534336024997,67,585,-0.0297,-0.0098,0.9988716805228369,0.0001
PALB2,-0.1389,0.44111002648032904,67,585,-0.0233,0.0,0.9988716805228369,0.0001
AMZ1,-0.1388,0.3726517962811149,67,585,-0.0137,0.0001,0.9988716805228369,0.0001
ADCK1,-0.1388,0.4814941770500698,67,585,-0.0134,-0.0039,0.9988716805228369,0.0001
CATSPERD,-0.1388,0.2582708347746492,67,585,-0.0191,-0.0005,0.9988716805228369,0.0001
INHBE,-0.1388,0.418314044086762,67,585,-0.0037,0.0033,0.9988716805228369,0.0001
TM9SF3,-0.1388,0.24302346955330245,67,585,0.0083,0.0276,0.9988716805228369,0.0001
MMP24,-0.1388,0.33982442912968835,67,585,-0.0015,-0.0008,0.9988716805228369,0.0001
OCEL1,-0.1387,0.2611656624267714,67,585,-0.022,-0.0028,0.9988716805228369,0.0001
FBXO9,-0.1386,0.18632572091714383,67,585,-0.0226,0.0021,0.9988716805228369,0.0001
TIMP2,-0.1386,0.2015953380479225,67,585,-0.0159,0.0001,0.9988716805228369,0.0001
COG3,-0.1386,0.37707398775827594,67,585,-0.0342,0.023,0.9988716805228369,0.0001
SOS1,-0.1385,0.30956375926134516,67,585,0.0019,0.0322,0.9988716805228369,0.0001
CAB39,-0.1384,0.23754015653690086,67,585,-0.0616,0.0346,0.9988716805228369,0.0001
SRSF12,-0.1384,0.448453979353887,67,585,-0.0046,-0.0021,0.9988716805228369,0.0001
C1orf21,-0.1384,0.0767230686225792,67,585,-0.012,0.006,0.9988716805228369,0.0001
ZNF791,-0.1384,0.4595990015756185,67,585,0.0013,0.0003,0.9988716805228369,0.0001
LRRC39,-0.1384,0.41399604372753607,67,585,-0.0177,-0.0021,0.9988716805228369,0.0001
ACAD11,-0.1383,0.22058269315919266,67,585,-0.014,0.0,0.9988716805228369,0.0001
EHMT2,-0.1383,0.2845151571805633,67,585,-0.0143,-0.0007,0.9988716805228369,0.0001
FMR1NB,-0.1383,0.4238478557156129,67,585,-0.0043,0.0059,0.9988716805228369,0.0001
CATSPER2,-0.1383,0.3916682140991108,67,585,-0.0214,0.0,0.9988716805228369,0.0001
ST6GALNAC2,-0.1383,0.22109911777978908,67,585,-0.0207,0.0,0.9988716805228369,0.0001
NDUFS6,-0.1382,0.426630743893335,67,585,0.008,0.0043,0.9988716805228369,0.0001
ALLC,-0.1382,0.41949626645656146,67,585,-0.0043,0.0059,0.9988716805228369,0.0001
CNTROB,-0.1382,0.3763347171135566,67,585,0.0089,0.0149,0.9988716805228369,0.0001
ZNF77,-0.1382,0.10669639279576305,67,585,-0.0047,0.007,0.9988716805228369,0.0001
EGR4,-0.1381,0.6287984954496157,67,585,-0.0255,0.0,0.9988716805228369,0.0001
POU2AF3,-0.1381,0.1657800427191194,67,585,-0.0186,0.006,0.9988716805228369,0.0001
UGT2B4,-0.1381,0.2787013477360084,67,585,-0.0021,0.0076,0.9988716805228369,0.0001
COL4A1,-0.1381,0.3312344333452789,67,585,0.0019,0.0087,0.9988716805228369,0.0001
ZNF777,-0.1381,0.16040986059426177,67,585,-0.0197,0.005,0.9988716805228369,0.0001
CRYM,-0.138,0.2711755212765481,67,585,-0.0139,0.0017,0.9988716805228369,0.0001
GPT2,-0.138,0.3668057578260868,67,585,0.0019,0.0043,0.9988716805228369,0.0001
CAPRIN2,-0.1379,0.396226810765387,67,585,-0.0134,-0.0043,0.9988716805228369,0.0001
GPR108,-0.1379,0.18428069844305695,67,585,-0.024,0.0047,0.9988716805228369,0.0001
PKD2L2,-0.1379,0.17278942376866302,67,585,-0.022,-0.0005,0.9988716805228369,0.0001
LHX9,-0.1378,0.18815755558706038,67,585,-0.0085,0.0133,0.9988716805228369,0.0001
FOXF2,-0.1378,0.35635649499899014,67,585,-0.0112,0.0029,0.9988716805228369,0.0001
CHRDL2,-0.1378,0.2562577390375772,67,585,-0.0164,-0.0002,0.9988716805228369,0.0001
JSRP1,-0.1378,0.3467983218708006,67,585,-0.0219,-0.0025,0.9988716805228369,0.0001
SPAG5,-0.1377,0.15497338888759163,67,585,-0.0179,0.0105,0.9988716805228369,0.0001
CENPE,-0.1377,0.13337471517622324,67,585,-0.0456,0.0006,0.9988716805228369,0.0001
HMGB4,-0.1377,0.19561782851180065,67,585,-0.0127,0.0,0.9988716805228369,0.0001
SRPK3,-0.1377,0.5136070722705661,67,585,-0.0093,0.0005,0.9988716805228369,0.0001
CHCHD7,-0.1376,0.42982419518717785,67,585,-0.0069,0.0016,0.9988716805228369,0.0001
OR2T29,-0.1376,0.30246111266018183,61,552,-0.0181,0.012,0.9988716805228369,0.0001
VWC2L,-0.1376,0.26998443278652606,67,585,-0.0107,-0.0001,0.9988716805228369,0.0001
AKAP7,-0.1375,0.4254367752558531,67,585,-0.0036,0.0087,0.9988716805228369,0.0001
AMIGO1,-0.1375,0.279005307933583,67,585,-0.0036,0.0046,0.9988716805228369,0.0001
ECD,-0.1375,0.3105428449559554,67,585,-0.0247,-0.0149,0.9988716805228369,0.0001
OR10K1,-0.1374,0.20702081597972133,61,570,-0.0174,-0.0016,0.9988716805228369,0.0001
RORB,-0.1374,0.21622798332455395,67,585,-0.0151,0.0,0.9988716805228369,0.0001
AGAP2,-0.1373,0.28113934176949196,67,585,-0.0046,0.0166,0.9988716805228369,0.0001
MME,-0.1373,0.3711849018284257,67,585,-0.0051,-0.0006,0.9988716805228369,0.0001
KRT20,-0.1372,0.23456186195403816,67,585,-0.0069,0.001,0.9988716805228369,0.0001
ZNF263,-0.1372,0.19870971584395247,67,585,-0.0237,-0.001,0.9988716805228369,0.0001
HOXA6,-0.1372,0.3686264725637133,67,585,-0.0043,0.0085,0.9988716805228369,0.0001
CSNK1G3,-0.1371,0.32783810055293383,67,585,-0.0172,0.0007,0.9988716805228369,0.0001
GGT5,-0.1371,0.14698714247068895,67,585,-0.0033,0.0117,0.9988716805228369,0.0001
RAD51C,-0.1371,0.266138200477367,67,585,-0.0656,0.0016,0.9988716805228369,0.0001
GDF2,-0.137,0.29797391893536573,67,585,0.0049,0.0008,0.9988716805228369,0.0001
CLCC1,-0.1369,0.23726830372022378,67,585,-0.004,0.0121,0.9988716805228369,0.0001
BBC3,-0.1368,0.331916420733141,67,585,-0.0099,0.0001,0.9988716805228369,0.0001
GALNT15,-0.1368,0.22109911777978908,67,585,-0.0059,0.0029,0.9988716805228369,0.0001
HOXA5,-0.1368,0.13213931051347996,67,585,-0.0274,0.0053,0.9988716805228369,0.0001
PTTG1IP,-0.1368,0.2402707905334064,67,585,-0.0103,0.0054,0.9988716805228369,0.0001
OR2D3,-0.1367,0.6928560618495544,61,570,-0.0118,-0.0038,0.9988716805228369,0.0001
MYO1F,-0.1367,0.3471493916152205,67,585,-0.022,0.0053,0.9988716805228369,0.0001
SLC52A2,-0.1366,0.7024029327833723,67,585,0.0235,0.0098,0.9988716805228369,0.0001
ZNF749,-0.1366,0.13408466314869188,67,585,-0.0284,-0.0031,0.9988716805228369,0.0001
MMP13,-0.1366,0.573538915061067,67,585,-0.006,0.0002,0.9988716805228369,0.0001
MAL,-0.1366,0.20183717879598506,67,585,-0.0314,0.0,0.9988716805228369,0.0001
EHD4,-0.1365,0.2562577390375772,67,585,-0.0214,0.0,0.9988716805228369,0.0001
TBC1D8,-0.1365,0.2753726545495694,67,585,0.0001,0.0056,0.9988716805228369,0.0001
PSMA5,-0.1365,0.3686264725637133,67,585,-0.0352,-0.004,0.9988716805228369,0.0001
U2SURP,-0.1364,0.12059509169483283,67,585,-0.0268,0.0117,0.9988716805228369,0.0001
PID1,-0.1364,0.260005050383293,67,585,-0.0153,-0.0068,0.9988716805228369,0.0001
SYNE1,-0.1364,0.050918931809489934,67,585,-0.0267,0.003,0.9988716805228369,0.0001
KIF11,-0.1364,0.41792040629570903,67,585,-0.0799,-0.0802,0.9988716805228369,0.0001
FKBP8,-0.1363,0.6832013763824123,67,585,-0.0093,-0.0008,0.9988716805228369,0.0001
C18orf63,-0.1363,0.271772413568666,67,585,-0.0238,0.0031,0.9988716805228369,0.0001
GNPDA1,-0.1363,0.19209426014539432,67,585,-0.0072,0.0031,0.9988716805228369,0.0001
KPNA4,-0.1363,0.11671456671107303,67,585,0.001,0.0149,0.9988716805228369,0.0001
RBAK,-0.1363,0.22109911777978908,67,585,-0.0091,0.0033,0.9988716805228369,0.0001
MEMO1,-0.1363,0.4583530580394347,67,585,0.0208,0.0155,0.9988716805228369,0.0001
TRMT10A,-0.1363,0.5278312268883235,67,585,0.011,0.0146,0.9988716805228369,0.0001
RFX5,-0.1362,0.6577515159361701,67,585,-0.0061,0.0028,0.9988716805228369,0.0001
GARIN2,-0.1362,0.448453979353887,67,585,-0.0147,-0.0095,0.9988716805228369,0.0001
FCER1G,-0.1362,0.17192818542607413,67,585,-0.0084,0.0016,0.9988716805228369,0.0001
POGZ,-0.1361,0.24219534823866484,67,585,-0.0051,0.0079,0.9988716805228369,0.0001
CCDC7,-0.1361,0.5136070722705661,67,585,-0.0096,0.0023,0.9988716805228369,0.0001
SLC2A9,-0.136,0.1725738123534537,67,585,-0.0095,0.004,0.9988716805228369,0.0001
UBE2K,-0.136,0.2690934745597008,67,585,-0.0347,0.0082,0.9988716805228369,0.0001
RIN1,-0.136,0.11169389366800173,67,585,-0.0208,-0.0023,0.9988716805228369,0.0001
TDRD12,-0.136,0.260005050383293,67,585,-0.0101,0.0018,0.9988716805228369,0.0001
HTR4,-0.136,0.36173765055310103,67,585,0.0031,0.0005,0.9988716805228369,0.0001
TMEM115,-0.1359,0.46460169301685295,67,585,-0.0046,-0.0005,0.9988716805228369,0.0001
MCOLN2,-0.1359,0.23375420992022,67,585,-0.0028,0.0009,0.9988716805228369,0.0001
FHIT,-0.1359,0.14929129911900246,67,585,-0.0259,0.0,0.9988716805228369,0.0001
TNFRSF12A,-0.1359,0.22032480548155597,67,585,-0.0037,0.006,0.9988716805228369,0.0001
KRTAP12-2,-0.1358,0.22974551763067197,67,585,-0.0098,-0.0002,0.9988716805228369,0.0001
CYB561D2,-0.1358,0.10331931224086702,67,585,0.003,0.0104,0.9988716805228369,0.0001
FA2H,-0.1358,0.4282257372101729,67,585,0.0025,0.0069,0.9988716805228369,0.0001
MICAL3,-0.1358,0.40737489538186733,67,585,-0.0277,-0.0044,0.9988716805228369,0.0001
EBF2,-0.1358,0.17192818542607413,67,585,-0.005,0.0089,0.9988716805228369,0.0001
NXPE3,-0.1357,0.29449115792107006,67,585,-0.011,0.0076,0.9988716805228369,0.0001
HSPBAP1,-0.1357,0.5323171011547925,67,585,-0.0002,-0.0002,0.9988716805228369,0.0001
ZNF713,-0.1357,0.11767538047187,67,585,-0.0173,0.0011,0.9988716805228369,0.0001
PDS5A,-0.1357,0.2244770101053516,67,585,-0.0385,0.041,0.9988716805228369,0.0001
SIGLEC9,-0.1356,0.3556428391132703,67,585,-0.0123,0.0016,0.9988716805228369,0.0001
PLA2G2F,-0.1356,0.31712226336439986,67,585,-0.0089,-0.0004,0.9988716805228369,0.0001
CRACDL,-0.1356,0.3339678232685609,67,585,-0.006,0.0102,0.9988716805228369,0.0001
GPX4,-0.1355,0.7741877819302458,67,585,0.0206,0.1026,0.9988716805228369,0.0001
KIF17,-0.1355,0.36826188045856867,67,585,0.0055,0.0032,0.9988716805228369,0.0001
TTC4,-0.1354,0.47047626226512573,67,585,-0.0169,0.0088,0.9988716805228369,0.0001
NDNF,-0.1354,0.5039449875324177,67,585,-0.0054,-0.0005,0.9988716805228369,0.0001
SAP30BP,-0.1354,0.3928048690409873,67,585,0.0189,0.0003,0.9988716805228369,0.0001
CAPN15,-0.1354,0.3939435210055515,67,585,0.007,0.008,0.9988716805228369,0.0001
SLC17A2,-0.1353,0.1555704404287513,67,585,-0.0069,0.0013,0.9988716805228369,0.0001
SFRP1,-0.1353,0.29323149165335005,67,585,-0.0122,0.0006,0.9988716805228369,0.0001
HP1BP3,-0.1352,0.48920346061046716,67,585,-0.0024,0.0048,0.9988716805228369,0.0001
ZNF219,-0.1351,0.20943946860189067,67,585,-0.0097,0.0002,0.9988716805228369,0.0001
SP4,-0.1351,0.29988515843323715,67,585,0.0035,0.0049,0.9988716805228369,0.0001
SMPDL3B,-0.135,0.1723584022159671,67,585,-0.0057,0.0047,0.9988716805228369,0.0001
BIRC3,-0.135,0.3336253561981475,67,585,0.008,0.0061,0.9988716805228369,0.0001
KIF5A,-0.135,0.32953343251185696,67,585,0.0006,0.0067,0.9988716805228369,0.0001
SCGB1D1,-0.135,0.27356848543568524,67,585,0.0024,0.0018,0.9988716805228369,0.0001
PIP4K2C,-0.135,0.21775781738112354,67,585,-0.0048,0.0116,0.9988716805228369,0.0001
AWAT2,-0.135,0.5189176526524839,67,585,-0.0072,-0.0033,0.9988716805228369,0.0001
TDRD9,-0.1349,0.2938608720929895,67,585,-0.0201,-0.0111,0.9988716805228369,0.0001
GTPBP1,-0.1349,0.1643210946086585,67,585,0.0001,0.0146,0.9988716805228369,0.0001
ZNF808,-0.1348,0.4883436034683375,67,585,0.003,0.0049,0.9988716805228369,0.0001
POLE2,-0.1348,0.33225775447443096,67,585,-0.089,-0.0355,0.9988716805228369,0.0001
PODN,-0.1347,0.3285155530101037,67,585,-0.015,0.0,0.9988716805228369,0.0001
MFSD9,-0.1347,0.615251801746549,67,585,0.0067,0.0102,0.9988716805228369,0.0001
TRHR,-0.1347,0.3830203392745267,67,585,-0.0206,-0.0133,0.9988716805228369,0.0001
SHLD2,-0.1346,0.15939237801987027,67,585,-0.0325,0.0185,0.9988716805228369,0.0001
BACE2,-0.1346,0.542253504360015,67,585,-0.0124,-0.0031,0.9988716805228369,0.0001
NDUFAF4,-0.1346,0.3489081309852874,67,585,0.0154,0.0129,0.9988716805228369,0.0001
AARS2,-0.1346,0.18473370570824088,67,585,-0.0496,0.0414,0.9988716805228369,0.0001
PFKFB1,-0.1346,0.22948002092217723,67,585,0.0024,0.0095,0.9988716805228369,0.0001
CLEC12B,-0.1346,0.45462661587645636,67,585,-0.0027,0.0125,0.9988716805228369,0.0001
GRM4,-0.1346,0.1389534985750844,67,585,-0.0072,0.0047,0.9988716805228369,0.0001
GLRX5,-0.1346,0.19823172932115973,67,585,0.0087,0.0287,0.9988716805228369,0.0001
RBPJL,-0.1346,0.338095102394947,67,585,-0.0126,0.0014,0.9988716805228369,0.0001
RRAD,-0.1346,0.3570710528672165,67,585,0.0037,0.0,0.9988716805228369,0.0001
HMG20B,-0.1345,0.3131637219541611,67,585,-0.0183,-0.0094,0.9988716805228369,0.0001
SRPRB,-0.1345,0.22213456577023105,67,585,-0.0162,0.0071,0.9988716805228369,0.0001
TMEM138,-0.1345,0.2059808807354898,67,585,-0.0077,0.0018,0.9988716805228369,0.0001
RPS14,-0.1345,0.3433000622973672,67,585,-0.032,0.0052,0.9988716805228369,0.0001
GABARAPL1,-0.1345,0.32953343251185696,67,585,-0.0104,-0.0008,0.9988716805228369,0.0001
GPR68,-0.1344,0.26029486814342073,67,585,-0.0029,0.003,0.9988716805228369,0.0001
ANTKMT,-0.1344,0.20280665697560485,67,585,-0.0151,0.003,0.9988716805228369,0.0001
PUM1,-0.1344,0.12677452611113063,67,585,-0.0069,0.017,0.9988716805228369,0.0001
DEFB121,-0.1344,0.40660010930208257,67,585,0.0047,0.0011,0.9988716805228369,0.0001
GPR35,-0.1343,0.5211387354414425,67,585,0.0108,0.0089,0.9988716805228369,0.0001
MSH5,-0.1343,0.15596944366794138,67,585,-0.0131,-0.0033,0.9988716805228369,0.0001
IFT20,-0.1343,0.1541800290276052,67,585,-0.0356,0.0028,0.9988716805228369,0.0001
R3HDM2,-0.1343,0.44151620749065956,67,585,0.0055,0.0041,0.9988716805228369,0.0001
PDE6B,-0.1342,0.45050621976918426,67,585,0.0078,0.0066,0.9988716805228369,0.0001
KCNE1,-0.1342,0.12609482509763262,67,585,-0.0176,0.0046,0.9988716805228369,0.0001
PDSS2,-0.1341,0.7747121394302091,67,585,-0.003,0.0083,0.9988716805228369,0.0001
CCDC125,-0.1341,0.2305433185332767,67,585,-0.039,-0.0028,0.9988716805228369,0.0001
TSPAN2,-0.134,0.48576892887945633,67,585,-0.0144,-0.0048,0.9988716805228369,0.0001
BBS1,-0.134,0.23835703492450033,67,585,-0.0181,0.0,0.9988716805228369,0.0001
SLC6A15,-0.1339,0.2305433185332767,67,585,-0.0172,0.0,0.9988716805228369,0.0001
NRTN,-0.1339,0.269687222176466,67,585,-0.0159,-0.0019,0.9988716805228369,0.0001
ARL13B,-0.1338,0.3008438370757299,67,585,-0.0111,0.0048,0.9988716805228369,0.0001
EPHA5,-0.1338,0.45050621976918426,67,585,0.0031,0.009,0.9988716805228369,0.0001
CAMK1,-0.1338,0.48791398068853586,67,585,0.006,0.0021,0.9988716805228369,0.0001
RPUSD3,-0.1338,0.4671143551199425,67,585,0.0026,0.0265,0.9988716805228369,0.0001
SLC6A1,-0.1337,0.30566783046812407,67,585,-0.0032,0.0077,0.9988716805228369,0.0001
ZNF304,-0.1337,0.3221163862670975,67,585,-0.0085,-0.0001,0.9988716805228369,0.0001
PRKAA2,-0.1335,0.10507050943617771,67,585,-0.0255,0.0086,0.9988716805228369,0.0001
TMEM97,-0.1335,0.17890861192965357,67,585,-0.0074,0.0174,0.9988716805228369,0.0001
LCE3E,-0.1335,0.5434667873247082,61,552,0.0019,0.0,0.9988716805228369,0.0001
PRPF40B,-0.1334,0.31712226336439986,67,585,-0.0022,0.0,0.9988716805228369,0.0001
CLDN22,-0.1334,0.747586317630597,61,570,0.0029,0.0015,0.9988716805228369,0.0001
MED29,-0.1334,0.3489081309852874,67,585,-0.0128,0.0,0.9988716805228369,0.0001
KIF20B,-0.1334,0.33913201907257473,67,585,0.0078,0.028,0.9988716805228369,0.0001
ZHX2,-0.1334,0.4943796834066325,67,585,0.0056,0.0039,0.9988716805228369,0.0001
UCN3,-0.1333,0.3450463648423586,67,585,-0.0198,0.0,0.9988716805228369,0.0001
ADCY2,-0.1333,0.3339678232685609,67,585,-0.0092,-0.0003,0.9988716805228369,0.0001
HNRNPDL,-0.1333,0.5633240264261286,67,585,0.0008,-0.0017,0.9988716805228369,0.0001
TIPARP,-0.1333,0.7789106803131971,67,585,0.0464,0.0337,0.9988716805228369,0.0001
CORO2B,-0.1333,0.7238484334438648,67,585,0.002,-0.0066,0.9988716805228369,0.0001
CFAP20DC,-0.1333,0.5829006946925616,67,585,-0.0138,-0.0045,0.9988716805228369,0.0001
IGFBP7,-0.1332,0.2916620008207068,67,585,-0.0077,0.0,0.9988716805228369,0.0001
RGS1,-0.1332,0.2488760629462371,67,585,-0.0125,-0.0028,0.9988716805228369,0.0001
PHC1,-0.1331,0.26466897166674885,67,585,-0.0132,0.0048,0.9988716805228369,0.0001
C19orf47,-0.1331,0.15398217215180537,67,585,-0.0083,0.0078,0.9988716805228369,0.0001
TTLL12,-0.1331,0.2030495556727685,67,585,-0.0236,0.0004,0.9988716805228369,0.0001
COL4A4,-0.1331,0.17387050304785157,67,585,-0.0229,-0.001,0.9988716805228369,0.0001
SLC25A39,-0.133,0.2089428258258158,67,585,-0.0225,0.011,0.9988716805228369,0.0001
GPANK1,-0.133,0.41910197423110995,67,585,-0.0093,-0.0024,0.9988716805228369,0.0001
TONSL,-0.1329,0.5056945671031632,67,585,-0.0812,0.0,0.9988716805228369,0.0001
COMP,-0.1329,0.31712226336439986,67,585,-0.0069,0.0,0.9988716805228369,0.0001
BTC,-0.1329,0.2074580183465763,67,585,-0.0191,-0.0045,0.9988716805228369,0.0001
FAM47C,-0.1328,0.7465497752996073,67,585,0.0104,0.0078,0.9988716805228369,0.0001
VPS37D,-0.1328,0.3668057578260868,67,585,-0.0121,0.0058,0.9988716805228369,0.0001
ZNF880,-0.1328,0.15918946866640482,67,585,-0.0167,0.0013,0.9988716805228369,0.0001
SEL1L2,-0.1328,0.11465394675844096,67,585,-0.013,-0.0011,0.9988716805228369,0.0001
DHRS7,-0.1327,0.1524062586907144,67,585,-0.0139,0.0036,0.9988716805228369,0.0001
DNAAF9,-0.1327,0.4326298199422406,67,585,-0.0376,-0.0144,0.9988716805228369,0.0001
MCM4,-0.1327,0.2187820204439448,67,585,-0.0275,-0.0083,0.9988716805228369,0.0001
C15orf61,-0.1327,0.15477475887807557,67,585,-0.0186,0.0059,0.9988716805228369,0.0001
SNRPD3,-0.1326,0.44605946216104386,23,134,-0.063,-0.04,0.9988716805228369,0.0001
PXDNL,-0.1326,0.6239457123276781,67,585,0.003,-0.0017,0.9988716805228369,0.0001
SLC35B1,-0.1325,0.18270164921974996,67,585,-0.051,0.0063,0.9988716805228369,0.0001
TMEM121B,-0.1325,0.5220285369767688,67,585,0.0044,0.0075,0.9988716805228369,0.0001
OR6C1,-0.1325,0.5497063042714123,61,570,-0.0007,-0.0006,0.9988716805228369,0.0001
SULF2,-0.1325,0.3118514685077586,67,585,-0.0085,0.0016,0.9988716805228369,0.0001
DLG5,-0.1324,0.5233647023739482,67,585,0.0026,0.0078,0.9988716805228369,0.0001
KICS2,-0.1324,0.3668057578260868,67,585,-0.0108,-0.0019,0.9988716805228369,0.0001
HS3ST1,-0.1323,0.3227861263720765,67,585,-0.0089,0.0045,0.9988716805228369,0.0001
NPY,-0.1323,0.1602059723281496,67,585,-0.0252,-0.0034,0.9988716805228369,0.0001
ZNF782,-0.1323,0.2614563743090359,67,585,-0.0077,0.0199,0.9988716805228369,0.0001
