gene,n_mutant,n_wt,median_mutant,median_wt,cohens_d,ci_lower,ci_upper,mannwhitney_U,mannwhitney_p,fdr,significant
RPL14,9,89,-2.6808270831033267,-2.10530224567796,-1.0952452107221036,-1.7977420214410431,-0.39274840000316413,157.0,0.002796581425982055,0.9321755452799031,False
OR8D1,7,82,-0.0383439765998771,0.05751198856693175,-1.0765511382288095,-1.8643574105103276,-0.28874486594729154,95.0,0.0021125263620565883,0.9321755452799031,False
SKIC8,9,89,-0.8121333605285055,-0.6411240656013893,-1.0704665142611443,-1.7722143342510068,-0.36871869427128157,232.0,0.0387675419714302,0.9321755452799031,False
R3HCC1,9,89,0.1070865065159657,0.1901665519205617,-1.0703694634681928,-1.772114382025876,-0.3686245449105098,225.0,0.03133785669155456,0.9321755452799031,False
OR1L4,7,81,-0.0566894475304853,-0.0188560823137148,-1.0701005838163675,-1.8582624159168495,-0.28193875171588556,136.0,0.021022437362172335,0.9321755452799031,False
PDCD4,9,89,0.0237601022110216,0.1127484194189889,-1.0644590243217509,-1.766027717638654,-0.3628903310048478,187.0,0.008787521306414263,0.9321755452799031,False
HSPA8,9,89,-0.4810206798343364,-0.3682893673805241,-1.0557227758482184,-1.7570326966805445,-0.35441285501589215,251.0,0.0668147665394306,0.9321755452799031,False
DTX4,9,89,-0.0810592104029654,0.0232751693628194,-1.055017410068315,-1.7563065264745747,-0.35372829366205516,176.0,0.005859753703383726,0.9321755452799031,False
PCDHA11,9,89,-0.212519213363049,-0.0497692493091873,-1.0458737085741854,-1.7468943389197709,-0.3448530782285999,173.0,0.00523134423691834,0.9321755452799031,False
YY2,9,89,0.0067018117519917,0.1233599574168781,-1.0445871897892867,-1.7455702234854704,-0.3436041560931028,154.0,0.002476812677295263,0.9321755452799031,False
SKIC2,9,89,-0.238783010585821,-0.1902095082411712,-1.0398437141389028,-1.7406885091441882,-0.33899891913361746,259.0,0.08282828980645858,0.9321755452799031,False
RCAN3,9,89,0.0221810996135515,0.0787412530008686,-1.037533060916307,-1.7383107348155704,-0.33675538701704355,203.0,0.01537648424108842,0.9321755452799031,False
CALHM1,9,89,-0.1253531859478991,-0.0332244147820012,-1.036337970927641,-1.7370809852743767,-0.3355949565809053,206.0,0.017010355014740353,0.9321755452799031,False
MTMR9,9,89,-0.0347353851286976,0.0324234671787972,-1.0358116048590715,-1.7365393658622779,-0.3350838438558652,182.0,0.007324496564176105,0.9321755452799031,False
IFNA7,7,82,-0.1360578378271092,-0.039131191501693446,-1.035247512028506,-1.8218581534313665,-0.24863687062564577,144.0,0.0276192726032973,0.9321755452799031,False
MYOD1,9,89,-0.1119004967240901,0.010243313446673,-1.0292183253229823,-1.72975565094093,-0.3286809997050345,167.0,0.004153780275820375,0.9321755452799031,False
IGFL3,9,89,-0.0694692512517402,0.0087392034050741,-1.027112460974199,-1.7275892077479553,-0.3266357142004427,193.0,0.010883949963368722,0.9321755452799031,False
SYDE1,9,89,-0.1478627386971971,-0.0371861856797744,-1.0269799667253634,-1.727452906045854,-0.3265070274048727,147.0,0.001856545154228465,0.9321755452799031,False
GH1,9,89,-0.0097125239396242,0.0753422570572803,-1.0253998150576524,-1.725827382232243,-0.324972247883062,207.0,0.017587860939432726,0.9321755452799031,False
UTP18,9,89,-1.0490072582486043,-0.8554241324166432,-1.0253483545376294,-1.72577444521088,-0.32492226386437884,152.0,0.002282607903436675,0.9321755452799031,False
ARHGAP31,9,89,-0.1021057186148176,-0.0166413641937686,-1.0229533858459618,-1.723310838798361,-0.3225959328935627,216.0,0.023606780705115512,0.9321755452799031,False
LRRC24,9,89,-0.0249199747639865,0.0611653492775861,-1.0211565776720708,-1.7214626366428132,-0.3208505187013284,159.0,0.0030302490825861676,0.9321755452799031,False
HCRTR2,9,89,-0.1551762013706719,-0.012352313365233,-1.0208003852409322,-1.7210962663473244,-0.32050450413454,208.0,0.018182481952694025,0.9321755452799031,False
